x,y,z
0.985972,0.687375,0.000793
0.779559,0.180361,0.002022
0.875752,0.276553,-0.000475
0.571142,0.759519,0.000033
0.118236,0.567134,0.001049
0.044088,0.268537,-0.000174
0.953908,0.230461,0.001934
0.699399,0.216433,-0.000085
0.300601,0.829659,-0.001202
0.282565,0.627255,-0.000865
0.156313,0.885772,-0.000270
0.016032,0.735471,0.000222
0.432866,0.076152,0.000666
0.214429,0.102204,-0.001049
0.270541,0.452906,-0.000271
0.162325,0.671343,0.001450
0.529058,0.058116,-0.000431
0.316633,0.585170,-0.000959
0.859719,0.488978,0.001517
0.380762,0.316633,0.000004
0.038076,0.370741,0.000384
0.677355,0.839679,-0.000399
0.008016,0.801603,0.000470
0.817635,0.160321,0.001001
0.086172,0.513026,-0.000536
0.414830,0.531062,0.000688
0.424850,0.390782,-0.001435
0.835671,0.807615,0.000856
0.060120,0.306613,-0.001522
0.270541,0.334669,-0.000592
0.851703,0.084168,-0.001261
0.777555,0.302605,-0.001843
0.871743,0.278557,-0.000184
0.144289,0.360721,0.000523
0.915832,0.595190,-0.000556
0.360721,0.044088,0.001206
0.881764,0.535070,0.000874
0.765531,0.064128,0.000787
0.098196,0.833667,0.001125
0.230461,0.837675,-0.000287
0.857715,0.845691,-0.000162
0.659319,0.316633,-0.001133
0.937876,0.883768,-0.000635
0.218437,0.424850,-0.000358
0.156313,0.565130,0.002866
0.440882,0.851703,0.000749
0.028056,0.304609,-0.000454
0.657315,0.699399,-0.001043
0.551102,0.294589,0.000436
0.693387,0.484970,0.000481
0.505010,0.619238,-0.000735
0.647295,0.959920,-0.001012
0.679359,0.549098,0.000315
0.018036,0.957916,0.000122
0.727455,0.553106,-0.000405
0.767535,0.541082,0.000044
0.693387,0.270541,-0.000925
0.310621,0.939880,-0.001394
0.322645,0.350701,-0.000805
0.414830,0.755511,0.000053
0.549098,0.509018,-0.002112
0.450902,0.777555,0.000197
0.563126,0.376754,-0.000599
0.611222,0.388778,-0.000734
0.689379,0.296593,0.000111
0.202405,0.665331,-0.000410
0.056112,0.228457,0.002109
0.595190,0.230461,0.000346
0.823647,0.793587,0.001474
0.797595,0.388778,-0.000172
0.048096,0.759519,0.000006
0.777555,0.082164,0.000709
0.981964,0.118236,0.001355
0.561122,0.607214,-0.000551
0.691383,0.759519,-0.001184
0.511022,0.062124,-0.001061
0.745491,0.058116,0.000856
0.190381,0.673347,0.000817
0.541082,0.110220,-0.000313
0.124248,0.378758,0.001004
0.088176,0.789579,-0.000811
0.953908,0.092184,-0.000173
0.060120,0.496994,-0.000328
0.989980,0.478958,-0.000110
0.583166,0.561122,-0.000189
0.498998,0.188377,-0.001143
0.653307,0.012024,0.000959
0.925852,0.030060,-0.000004
0.290581,0.486974,0.000653
0.609218,0.965932,0.000999
0.515030,0.855711,0.000740
0.967936,0.851703,-0.001624
0.038076,0.012024,-0.000255
0.827655,0.446894,0.001714
0.220441,0.288577,0.000051
0.973948,0.881764,-0.000387
0.376754,0.312625,-0.000725
0.857715,0.889780,0.000689
0.034068,0.038076,0.001141
0.406814,0.933868,-0.000000
0.098196,0.643287,-0.000194
0.212425,0.941884,-0.000865
0.587174,0.631263,-0.001261
0.388778,0.691383,-0.000635
0.352705,0.961924,-0.000238
0.929860,0.478958,0.001038
0.943888,0.444890,0.000482
0.374749,0.757515,0.000984
0.182365,0.346693,-0.000251
0.709419,0.913828,-0.000566
0.871743,0.619238,-0.001794
0.256513,0.927856,-0.000172
0.424850,0.280561,-0.000343
0.693387,0.282565,-0.001144
0.541082,0.050100,-0.000474
0.012024,0.182365,0.001861
0.673347,0.326653,-0.001203
0.352705,0.535070,-0.000868
0.871743,0.979960,-0.002074
0.623246,0.352705,-0.000114
0.404810,0.298597,-0.000683
0.787575,0.831663,0.001194
0.861723,0.240481,0.001113
0.935872,0.647295,0.000726
0.162325,0.068136,0.000870
0.569138,0.348697,-0.000394
0.975952,0.422846,0.000105
0.893788,0.933868,0.000066
0.893788,0.200401,0.001145
0.194389,0.627255,0.001094
0.436874,0.250501,-0.000270
0.507014,0.597194,-0.001253
0.883768,0.885772,0.001553
0.218437,0.799599,0.000304
0.124248,0.476954,-0.000062
0.553106,0.859719,-0.000602
0.342685,0.833667,0.001265
0.887776,0.440882,0.001079
0.619238,0.224449,-0.000538
0.170341,0.416834,-0.000150
0.933868,0.346693,0.000298
0.641283,0.498998,0.000762
0.040080,0.731463,0.001402
0.575150,0.388778,0.001080
0.947896,0.749499,0.000274
0.118236,0.509018,0.000814
0.150301,0.398798,-0.001284
0.006012,0.130261,0.002442
0.010020,0.222445,0.002433
0.543086,0.705411,-0.001868
0.452906,0.016032,0.000394
0.126253,0.921844,0.000030
0.044088,0.326653,-0.000252
0.020040,0.881764,0.001480
0.050100,0.314629,-0.001367
0.843687,0.452906,0.002562
0.659319,0.523046,0.001185
0.933868,0.529058,0.000693
0.629259,0.002004,0.000149
0.242485,0.953908,-0.000233
0.781563,0.529058,-0.001379
0.176353,0.178357,0.001248
0.036072,0.591182,0.001273
0.012024,0.356713,0.000459
0.498998,0.164329,-0.002251
0.897796,0.705411,0.000353
0.527054,0.663327,-0.001259
0.350701,0.200401,-0.000623
0.004008,0.561122,-0.000436
0.464930,0.328657,0.000844
0.913828,0.879760,-0.000747
0.476954,0.490982,-0.000009
0.476954,0.851703,-0.000671
0.649299,0.731463,-0.002807
0.627255,0.781563,0.000036
0.126253,0.825651,-0.000689
0.665331,0.128257,-0.000986
0.563126,0.575150,0.000215
0.673347,0.294589,-0.000327
0.593186,0.454910,0.000081
0.294589,0.769539,-0.001653
0.795591,0.152305,0.000662
0.935872,0.146293,-0.000336
0.985972,0.492986,-0.000967
0.889780,0.813627,-0.000432
0.138277,0.226453,0.000204
0.751503,0.286573,-0.000750
0.795591,0.066132,-0.000156
0.254509,0.937876,-0.000515
0.859719,0.038076,-0.000807
0.623246,0.833667,0.000372
0.204409,0.414830,0.000113
0.336673,0.478958,-0.000426
0.633267,0.535070,0.000649
0.855711,0.046092,-0.000404
0.246493,0.296593,-0.000152
0.336673,0.036072,0.000469
0.609218,0.286573,0.001131
0.769539,0.110220,0.000790
0.829659,0.442886,0.001610
0.651303,0.977956,-0.000415
0.647295,0.372745,0.000152
0.152305,0.434870,-0.000129
0.851703,0.697395,0.000559
0.837675,0.012024,-0.001547
0.663327,0.673347,-0.000568
0.082164,0.224449,0.002439
0.430862,0.873747,0.000457
0.711423,0.266533,-0.001358
0.232465,0.304609,-0.000499
0.971944,0.525050,0.001583
0.963928,0.843687,-0.001604
0.569138,0.164329,-0.001748
0.589178,0.056112,0.000866
0.476954,0.400802,0.000066
0.811623,0.206413,0.001505
0.845691,0.713427,-0.000231
0.408818,0.366733,0.000437
0.935872,0.478958,0.001083
0.815631,0.272545,-0.001411
0.557114,0.721443,-0.001299
0.292585,0.527054,-0.001187
0.601202,0.212425,-0.000692
0.020040,0.983968,0.000326
0.729459,0.460922,-0.000840
0.158317,0.016032,0.001099
0.775551,0.104208,0.001179
0.841683,0.032064,-0.000412
0.434870,0.470942,-0.000505
0.731463,0.615230,0.000109
0.126253,0.494990,0.000387
0.583166,0.386774,0.000711
0.503006,0.208417,-0.001584
0.625251,0.577154,-0.000705
0.414830,0.879760,0.000461
0.314629,0.170341,0.000498
0.965932,0.224449,0.003198
0.799599,0.819639,0.000351
0.561122,0.224449,-0.000108
0.535070,0.943888,0.000941
0.669339,0.751503,-0.001553
0.128257,0.446894,0.000494
0.965932,0.154309,-0.000586
0.410822,0.422846,-0.002231
0.693387,0.196393,0.000137
0.705411,0.991984,0.000527
0.128257,0.569138,0.001201
0.523046,0.338677,0.000128
0.725451,0.374749,0.001248
0.591182,0.827655,0.000170
0.621242,0.018036,0.001218
0.438878,0.857715,0.000523
0.617234,0.050100,0.000946
0.583166,0.330661,-0.000702
0.254509,0.555110,0.000330
0.945892,0.971944,0.000726
0.885772,0.533066,0.000468
0.208417,0.733467,-0.001891
0.603206,0.322645,-0.000940
0.871743,0.569138,-0.000202
0.945892,0.250501,0.002282
0.012024,0.857715,0.001141
0.194389,0.438878,0.000806
0.501002,0.545090,-0.000323
0.142285,0.338677,0.000984
0.539078,0.549098,-0.000602
0.957916,0.158317,-0.000413
0.923848,0.695391,0.000547
0.813627,0.559118,0.000530
0.096192,0.731463,0.000411
0.312625,0.529058,-0.001322
0.605210,0.843687,-0.000920
0.110220,0.400802,0.000890
0.490982,0.420842,-0.001285
0.060120,0.559118,-0.000624
0.517034,0.326653,-0.000755
0.366733,0.911824,-0.002096
0.492986,0.545090,-0.000268
0.931864,0.825651,-0.000521
0.787575,0.156313,0.000589
0.440882,0.501002,0.000850
0.767535,0.298597,-0.001054
0.889780,0.653307,-0.001138
0.763527,0.979960,-0.000071
0.136273,0.114228,0.000801
0.821643,0.983968,-0.002164
0.014028,0.306613,0.000456
0.370741,0.513026,-0.001732
0.146293,0.140281,0.002049
0.865731,0.903808,0.000788
0.915832,0.124248,-0.000393
0.122244,0.983968,0.000407
0.913828,0.979960,-0.000747
0.953908,0.777555,-0.000299
0.412826,0.963928,-0.000186
0.332665,0.264529,-0.001079
0.100200,0.388778,0.000918
0.805611,0.857715,0.000311
0.519038,0.967936,0.000875
0.589178,0.290581,0.000215
0.563126,0.779559,0.000056
0.935872,0.438878,-0.000131
0.799599,0.274549,0.000446
0.637275,0.531062,0.000847
0.695391,0.164329,0.000349
0.635271,0.799599,-0.000105
0.078156,0.466934,0.000502
0.673347,0.154309,0.000988
0.442886,0.619238,0.000065
0.306613,0.266533,-0.000809
0.152305,0.412826,-0.000487
0.112224,0.488978,-0.000212
0.771543,0.785571,-0.000096
0.102204,0.238477,0.001975
0.116232,0.228457,0.001344
0.573146,0.050100,0.000062
0.645291,0.567134,-0.000619
0.907816,0.018036,0.000613
0.174349,0.733467,-0.001654
0.068136,0.649299,0.000183
0.112224,0.955912,-0.000565
0.507014,0.653307,-0.000891
0.873747,0.290581,0.000329
0.130261,0.941884,-0.000393
0.224449,0.260521,0.001700
0.679359,0.398798,0.000267
0.883768,0.338677,0.000661
0.432866,0.603206,-0.000267
0.565130,0.881764,-0.000391
0.833667,0.927856,-0.000257
0.424850,0.382766,-0.000846
0.645291,0.310621,-0.001141
0.414830,0.308617,-0.000552
0.012024,0.697395,0.000966
0.709419,0.176353,0.000588
0.160321,0.312625,0.000148
0.238477,0.056112,-0.001005
0.747495,0.444890,0.000537
0.488978,0.384770,-0.001180
0.008016,0.044088,0.001502
0.991984,0.967936,-0.000836
0.322645,0.380762,0.000932
0.575150,0.611222,-0.000466
0.374749,0.236473,-0.000616
0.793587,0.168337,0.001971
0.376754,0.885772,-0.000996
0.436874,0.531062,-0.001316
0.302605,0.681363,-0.000665
0.306613,0.659319,-0.001347
0.396794,0.140281,-0.000727
0.507014,0.919840,-0.000523
0.659319,0.653307,-0.000010
0.503006,0.300601,0.000318
0.188377,0.106212,0.000702
0.901804,0.869739,-0.000046
0.144289,0.116232,0.001307
0.482966,0.557114,-0.001085
0.004008,0.354709,0.000385
0.925852,0.547094,0.001019
0.915832,0.933868,0.001814
0.659319,0.725451,-0.002430
0.224449,0.404810,-0.001448
0.545090,0.008016,0.000673
0.474950,0.072144,0.000854
0.503006,0.739479,-0.000413
0.661323,0.815631,0.000588
0.058116,0.827655,0.001224
0.226453,0.855711,-0.001170
0.891784,0.416834,-0.000040
0.410822,0.452906,-0.001447
0.637275,0.316633,-0.001322
0.983968,0.685371,0.001007
0.637275,0.168337,0.001443
0.296593,0.537074,-0.001465
0.082164,0.799599,0.000112
0.080160,0.186373,0.000777
0.741483,0.541082,0.000726
0.935872,0.907816,0.001151
0.034068,0.130261,0.002434
0.240481,0.394790,-0.001791
0.052104,0.438878,-0.000137
0.036072,0.799599,0.001207
0.785571,0.000000,-0.001164
0.252505,0.266533,0.001006
0.721443,0.478958,-0.000213
0.374749,0.729459,-0.001024
0.733467,0.981964,-0.000404
0.048096,0.747495,0.001360
0.174349,0.991984,-0.000624
0.466934,0.941884,0.000847
0.102204,0.496994,-0.000070
0.783567,0.172345,0.001152
0.258517,0.597194,0.000208
0.460922,0.054108,0.001014
0.937876,0.873747,-0.001462
0.064128,0.767535,0.001004
0.983968,0.384770,0.000811
0.685371,0.763527,-0.000380
0.619238,0.272545,-0.000615
0.933868,0.002004,0.001384
0.182365,0.320641,-0.000605
0.054108,0.076152,0.001369
0.627255,0.128257,-0.001849
0.545090,0.310621,-0.000742
0.567134,0.757515,-0.000420
0.653307,0.474950,-0.000392
0.370741,0.823647,0.001118
0.949900,0.543086,0.000978
0.737475,0.174349,0.000102
0.472946,0.985972,0.001834
0.811623,0.929860,-0.001045
0.929860,0.452906,0.001371
0.302605,0.821643,-0.001322
0.496994,0.609218,-0.001393
0.679359,0.837675,0.000148
0.673347,0.178357,0.000010
0.302605,0.494990,0.001108
0.468938,0.563126,-0.001312
0.372745,0.322645,-0.001386
0.947896,0.004008,-0.000594
0.613226,0.400802,0.000149
0.917836,0.468938,0.001062
0.819639,0.062124,-0.001158
0.869739,0.036072,-0.000812
0.505010,0.995992,0.000382
0.703407,0.350701,-0.000037
0.362725,0.613226,-0.001425
0.603206,0.010020,0.000708
0.240481,0.777555,-0.000515
0.140281,0.474950,-0.000694
0.799599,0.244489,0.001406
0.691383,0.098196,0.000645
0.557114,0.374749,-0.001242
0.202405,0.212425,0.001456
0.503006,0.503006,-0.000443
0.434870,0.675351,-0.000218
0.593186,0.116232,-0.001623
0.861723,0.881764,0.000945
0.346693,0.148297,-0.001293
0.645291,0.903808,-0.000189
0.585170,0.030060,-0.000081
0.985972,0.517034,0.000029
0.272545,0.390782,0.001098
0.498998,0.374749,-0.000494
0.609218,0.661323,-0.001911
0.106212,0.176353,0.000654
0.232465,0.737475,-0.001893
0.382766,0.529058,-0.001039
0.088176,0.907816,0.000208
0.763527,0.991984,-0.000857
0.266533,0.933868,-0.000273
0.230461,0.026052,-0.000396
0.899800,0.040080,0.000328
0.328657,0.887776,-0.000014
0.134269,0.152305,0.001424
0.148297,0.194389,0.000439
0.841683,0.783567,0.000023
0.881764,0.128257,-0.001139
0.324649,0.677355,-0.000927
0.833667,0.146293,0.001531
0.775551,0.521042,-0.002192
0.839679,0.062124,-0.000847
0.454910,0.484970,0.000288
0.549098,0.198397,-0.000943
0.136273,0.619238,0.002016
0.450902,0.360721,0.000477
0.250501,0.236473,0.001015
0.026052,0.304609,-0.000105
0.755511,0.665331,0.000067
0.246493,0.242485,0.000915
0.112224,0.565130,0.000344
0.194389,0.685371,0.001069
0.250501,0.695391,-0.001309
0.488978,0.909820,0.000318
0.807615,0.759519,0.000333
0.929860,0.116232,-0.000715
0.889780,0.927856,0.000590
0.400802,0.887776,-0.000285
0.178357,0.292585,-0.000158
0.687375,0.092184,0.000192
0.198397,0.136273,0.000863
0.360721,0.959920,-0.000431
0.382766,0.929860,-0.001715
0.663327,0.030060,-0.000254
0.877756,0.374749,0.000071
0.769539,0.705411,-0.000107
0.484970,0.789579,0.000237
0.665331,0.513026,0.001234
0.406814,0.038076,0.000824
0.555110,0.983968,0.001661
0.342685,0.450902,-0.000370
0.923848,0.106212,-0.000673
0.547094,0.611222,-0.000456
0.322645,0.959920,-0.001097
0.935872,0.657315,0.000857
0.645291,0.793587,0.000302
0.931864,0.438878,0.000649
0.519038,0.160321,-0.000471
0.973948,0.452906,-0.001166
0.288577,0.887776,-0.000294
0.234469,0.861723,0.000491
0.014028,0.667335,-0.000252
0.653307,0.136273,0.000721
0.262525,0.104208,0.000340
0.925852,0.172345,-0.000205
0.791583,0.537074,-0.000467
0.747495,0.474950,0.000198
0.350701,0.326653,-0.000842
0.935872,0.893788,0.000777
0.254509,0.945892,-0.001033
0.703407,0.388778,0.000511
0.092184,0.020040,-0.000541
0.270541,0.889780,-0.000020
0.829659,0.585170,-0.001212
0.318637,0.955912,-0.000849
0.551102,0.657315,-0.000893
0.957916,0.591182,-0.000121
0.559118,0.943888,0.001167
0.605210,0.212425,-0.000807
0.589178,0.663327,-0.001915
0.048096,0.561122,-0.000284
0.390782,0.038076,0.000036
0.000000,0.312625,0.000298
0.216433,0.010020,-0.000449
0.873747,0.803607,0.000779
0.088176,0.675351,-0.001143
0.394790,0.482966,-0.000901
0.142285,0.979960,-0.000628
0.617234,0.438878,0.000771
0.689379,0.753507,-0.001788
0.432866,0.655311,-0.000578
0.625251,0.224449,-0.000471
0.565130,0.753507,-0.000238
0.070140,0.198397,0.001030
0.617234,0.817635,-0.000263
0.903808,0.394790,0.001358
0.202405,0.961924,-0.001127
0.052104,0.597194,0.001085
0.755511,0.971944,0.000402
0.224449,0.593186,-0.000444
0.370741,0.929860,-0.001702
0.492986,0.432866,0.000143
0.871743,0.545090,0.001280
0.961924,0.178357,-0.000166
0.178357,0.941884,0.000111
0.701403,0.192385,0.000401
0.284569,0.438878,0.000794
0.480962,0.913828,0.000274
0.825651,0.080160,0.000222
0.973948,0.060120,0.000659
0.821643,0.891784,-0.002572
0.242485,0.717435,-0.000202
0.438878,0.549098,0.000138
0.030060,0.907816,0.000576
0.160321,0.272545,0.000467
0.525050,0.228457,-0.000288
0.304609,0.549098,-0.000585
0.274549,0.218437,0.000941
0.869739,0.028056,-0.000452
0.719439,0.627255,-0.000325
0.126253,0.661323,-0.000578
0.258517,0.050100,0.000304
0.933868,0.240481,0.002174
0.028056,0.288577,-0.001189
0.444890,0.749499,-0.000337
0.961924,0.400802,-0.001080
0.505010,0.176353,-0.002277
0.306613,0.238477,-0.000015
0.238477,0.809619,-0.000770
0.336673,0.164329,-0.000762
0.046092,0.563126,0.000115
0.923848,0.068136,0.000577
0.831663,0.891784,-0.002062
0.342685,0.444890,0.000099
0.685371,0.901804,-0.000328
0.541082,0.220441,-0.000804
0.897796,0.302605,0.000385
0.028056,0.765531,-0.000091
0.891784,0.685371,0.000257
0.755511,0.533066,-0.000415
0.941884,0.731463,0.001244
0.695391,0.238477,0.000240
0.603206,0.442886,0.000957
0.156313,0.913828,0.000677
0.573146,0.170341,-0.001425
0.186373,0.130261,0.000786
0.607214,0.234469,0.000592
0.569138,0.735471,-0.001204
0.102204,0.250501,0.001830
0.318637,0.332665,-0.001337
0.773547,0.757515,0.001371
0.090180,0.613226,-0.000005
0.458918,0.945892,0.001365
0.981964,0.705411,0.000644
0.180361,0.621242,0.001186
0.356713,0.751503,0.000265
0.755511,0.102204,0.000257
0.114228,0.599198,0.000472
0.725451,0.148297,-0.000089
0.625251,0.881764,-0.000292
0.715431,0.675351,-0.000338
0.839679,0.330661,0.000434
0.490982,0.322645,-0.000035
0.270541,0.054108,-0.000711
0.210421,0.098196,-0.000855
0.975952,0.274549,0.001126
0.122244,0.751503,-0.001504
0.853707,0.561122,-0.001183
0.971944,0.434870,-0.000686
0.881764,0.236473,0.000536
0.937876,0.378758,0.001338
0.565130,0.176353,-0.002118
0.482966,0.947896,0.001469
0.126253,0.651303,-0.000119
0.787575,0.729459,0.000163
0.030060,0.897796,0.000729
0.372745,0.094188,0.001600
0.713427,0.773547,0.001032
0.390782,0.052104,0.000526
0.376754,0.685371,-0.000636
0.889780,0.288577,0.001523
0.581162,0.765531,-0.000675
0.593186,0.138277,-0.001418
0.921844,0.585170,-0.001562
0.637275,0.246493,0.000050
0.050100,0.372745,0.000679
0.513026,0.865731,0.001325
0.346693,0.701403,-0.001521
0.332665,0.312625,-0.000554
0.418838,0.525050,0.000495
0.100200,0.128257,0.001514
0.981964,0.274549,0.000836
0.160321,0.332665,0.000459
0.460922,0.985972,0.001499
0.825651,0.418838,0.001394
0.889780,0.639279,-0.001260
0.266533,0.442886,-0.000241
0.110220,0.288577,0.000012
0.585170,0.166333,-0.001537
0.991984,0.637275,0.000477
0.511022,0.563126,0.000105
0.579158,0.605210,-0.000117
0.442886,0.248497,0.000380
0.106212,0.228457,0.001276
0.569138,0.006012,0.000080
0.915832,0.849699,-0.000668
0.400802,0.250501,-0.000906
0.673347,0.248497,0.000851
0.905812,0.226453,0.001173
0.705411,0.306613,-0.000393
0.737475,0.945892,0.000742
0.478958,0.000000,0.000473
0.434870,0.857715,0.000791
0.060120,0.831663,0.001569
0.763527,0.585170,-0.000843
0.541082,0.080160,-0.001485
0.973948,0.623246,0.000677
0.557114,0.675351,-0.000822
0.617234,0.965932,-0.000170
0.206413,0.989980,-0.000698
0.206413,0.224449,0.001424
0.008016,0.324649,0.000072
0.114228,0.951904,0.000097
0.228457,0.805611,-0.000304
0.615230,0.853707,0.000334
0.835671,0.749499,-0.000854
0.717435,0.148297,0.000480
0.895792,0.955912,-0.000277
0.160321,0.262525,0.000840
0.721443,0.995992,0.000407
0.861723,0.048096,-0.000033
0.917836,0.567134,-0.000005
0.813627,0.643287,-0.000690
0.541082,0.653307,-0.000757
0.983968,0.274549,0.000807
0.575150,0.496994,0.000268
0.883768,0.975952,-0.001182
0.553106,0.080160,-0.000777
0.917836,0.172345,0.000171
0.565130,0.563126,-0.000426
0.845691,0.783567,-0.000224
0.777555,0.280561,-0.000942
0.410822,0.428858,-0.002001
0.731463,0.138277,-0.000336
0.571142,0.182365,-0.001320
0.899800,0.094188,-0.000289
0.218437,0.178357,0.001053
0.340681,0.971944,-0.000929
0.691383,0.412826,0.000748
0.989980,0.521042,0.000044
0.064128,0.132265,0.002222
0.855711,0.032064,-0.001144
0.803607,0.667335,0.001693
0.801603,0.583166,-0.000366
0.380762,0.040080,0.000478
0.761523,0.286573,-0.001442
0.020040,0.134269,0.001918
0.464930,0.941884,0.000618
0.921844,0.869739,-0.002184
0.136273,0.276553,0.000894
0.997996,0.511022,-0.000504
0.743487,0.354709,-0.000109
0.316633,0.619238,-0.001272
0.310621,0.789579,-0.001588
0.138277,0.539078,0.001195
0.891784,0.478958,0.002091
0.048096,0.779559,0.000281
0.623246,0.511022,0.001006
0.757515,0.963928,-0.000344
0.002004,0.124248,0.003025
0.436874,0.863727,0.001008
0.328657,0.292585,-0.000591
0.797595,0.517034,-0.000528
0.821643,0.196393,0.001131
0.937876,0.384770,0.000727
0.595190,0.206413,-0.000924
0.234469,0.364729,-0.000890
0.877756,0.226453,-0.000800
0.314629,0.226453,0.001288
0.885772,0.246493,0.000814
0.963928,0.400802,-0.000954
0.575150,0.452906,-0.000660
0.895792,0.186373,0.000257
0.553106,0.344689,-0.000316
0.705411,0.875752,-0.002280
0.939880,0.683367,0.000013
0.498998,0.042084,0.000365
0.336673,0.158317,0.000093
0.875752,0.066132,-0.000847
0.426854,0.086172,0.001243
0.098196,0.767535,-0.000875
0.639279,0.056112,0.000275
0.621242,0.743487,-0.002337
0.747495,0.565130,0.000313
0.905812,0.290581,0.000718
0.152305,0.190381,0.000164
0.719439,0.593186,0.000258
0.593186,0.929860,-0.001251
0.883768,0.731463,-0.000398
0.713427,0.096192,0.000580
0.957916,0.789579,-0.000668
0.208417,0.905812,-0.001093
0.498998,0.525050,-0.000350
0.026052,0.703407,0.000992
0.891784,0.206413,0.000354
0.074148,0.867735,0.002008
0.801603,0.695391,-0.000902
0.222445,0.190381,0.002124
0.064128,0.675351,-0.000623
0.565130,0.322645,-0.001006
0.601202,0.713427,-0.000628
0.042084,0.476954,-0.000899
0.613226,0.298597,-0.000125
0.971944,0.238477,0.002989
0.561122,0.222445,-0.000455
0.835671,0.468938,0.003359
0.953908,0.038076,0.000471
0.979960,0.140281,0.000727
0.144289,0.573146,0.002298
0.120240,0.328657,-0.000146
0.230461,0.486974,0.000971
0.787575,0.585170,-0.001162
0.813627,0.484970,-0.000120
0.691383,0.985972,0.001116
0.837675,0.280561,0.000910
0.290581,0.002004,-0.001572
0.460922,0.593186,-0.001134
0.859719,0.727455,-0.000148
0.434870,0.096192,-0.000181
0.595190,0.957916,0.001249
0.026052,0.979960,-0.000141
0.478958,0.513026,0.000181
0.286573,0.272545,-0.000719
0.575150,0.853707,-0.000493
0.869739,0.048096,-0.000602
0.901804,0.254509,0.000712
0.242485,0.452906,0.000413
0.454910,0.521042,0.001081
0.404810,0.659319,0.000550
0.354709,0.074148,0.000629
0.675351,0.394790,0.001124
0.146293,0.877756,0.000815
0.222445,0.731463,-0.001895
0.074148,0.757515,-0.000129
0.354709,0.587174,-0.002168
0.074148,0.072144,0.000994
0.422846,0.224449,-0.000918
0.937876,0.919840,0.000348
0.018036,0.875752,0.001577
0.849699,0.851703,-0.000018
0.825651,0.821643,0.000605
0.100200,0.248497,0.002226
0.931864,0.923848,0.000578
0.482966,0.707415,0.001270
0.298597,0.855711,-0.000410
0.482966,0.356713,-0.000352
0.749499,0.891784,-0.000119
0.470942,0.975952,0.002673
0.034068,0.118236,0.001506
0.757515,0.647295,0.000299
0.859719,0.228457,0.001526
0.539078,0.112224,-0.000351
0.895792,0.234469,-0.000423
0.811623,0.158317,0.001282
0.941884,0.957916,-0.000267
0.054108,0.222445,0.003186
0.547094,0.613226,-0.000762
0.835671,0.515030,0.000558
0.016032,0.386774,0.001435
0.142285,0.138277,0.001667
0.280561,0.737475,-0.001059
1.000000,0.384770,0.000599
0.957916,0.887776,-0.001135
0.222445,0.779559,-0.001490
0.228457,0.396794,-0.001571
0.140281,0.841683,-0.000214
0.629259,0.617234,-0.001837
0.478958,0.605210,-0.000790
0.673347,0.346693,0.000533
0.905812,0.134269,-0.000544
0.454910,0.991984,0.001646
0.020040,0.837675,0.001423
0.346693,0.350701,-0.001347
0.470942,0.268537,-0.001543
0.871743,0.006012,-0.000578
0.925852,0.216433,0.001626
0.987976,0.234469,0.002838
0.787575,0.020040,-0.001590
0.266533,0.823647,-0.001742
0.667335,0.505010,0.000855
0.136273,0.549098,0.001508
0.675351,0.905812,-0.000708
0.707415,0.747495,-0.002259
0.354709,0.905812,-0.001004
0.142285,0.324649,0.000722
0.266533,0.615230,-0.001241
0.539078,0.092184,-0.001051
0.735471,0.575150,0.000047
0.430862,0.318637,0.001190
0.040080,0.018036,0.000022
0.561122,0.186373,-0.001581
0.468938,0.799599,0.000249
0.677355,0.641283,-0.000384
0.202405,0.535070,0.000203
0.308617,0.436874,0.001477
0.488978,0.034068,0.000920
0.470942,0.348697,0.000777
0.380762,0.901804,-0.001923
0.240481,0.426854,-0.001663
0.142285,0.352705,0.000288
0.096192,0.901804,0.000538
0.577154,0.985972,0.000529
0.815631,0.064128,-0.001105
0.953908,0.889780,-0.000848
0.603206,0.460922,0.000636
0.717435,0.140281,0.000968
0.921844,0.172345,-0.000516
0.352705,0.278557,-0.000552
0.679359,0.817635,0.000659
0.088176,0.406814,0.000452
0.280561,0.523046,-0.000181
0.152305,0.160321,0.001382
0.178357,0.879760,-0.000192
0.196393,0.480962,0.000030
0.038076,0.452906,-0.001881
0.330661,0.533066,-0.001256
0.076152,0.238477,0.001331
0.050100,0.945892,0.000610
0.743487,0.821643,0.000200
0.589178,0.038076,0.000297
0.531062,0.486974,-0.002206
0.360721,0.707415,-0.000294
0.629259,0.392786,0.000845
0.647295,0.571142,-0.000527
0.114228,0.601202,0.000524
0.044088,0.182365,0.002897
0.226453,0.168337,0.001105
0.212425,0.853707,-0.000669
0.847695,0.579158,-0.001138
0.130261,0.326653,0.001092
0.384770,0.026052,-0.000535
0.983968,0.953908,-0.002033
0.755511,0.697395,-0.001422
0.116232,0.931864,0.000149
0.060120,0.501002,0.000589
0.721443,0.024048,0.001795
0.583166,0.747495,-0.001330
0.264529,0.753507,-0.000711
0.422846,0.390782,-0.001389
0.178357,0.749499,-0.000429
0.266533,0.470942,-0.000352
0.210421,0.991984,-0.001332
0.915832,0.332665,-0.000088
0.633267,0.050100,0.000332
0.462926,0.054108,0.000791
0.537074,0.164329,-0.001401
0.621242,0.460922,0.000028
0.965932,0.152305,-0.000490
0.863727,0.434870,0.001049
0.230461,0.777555,-0.001174
0.276553,0.474950,-0.000481
0.981964,0.142285,0.001405
